"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Standard Error
	"Chowan County, NC"	"37041"	"2012"	"2012"	Suppressed	14772	Suppressed	Suppressed	Suppressed	Suppressed
	"Chowan County, NC"	"37041"	"2013"	"2013"	Suppressed	14726	Suppressed	Suppressed	Suppressed	Suppressed
	"Chowan County, NC"	"37041"	"2014"	"2014"	Suppressed	14572	Suppressed	Suppressed	Suppressed	Suppressed
	"Chowan County, NC"	"37041"	"2015"	"2015"	Suppressed	14394	Suppressed	Suppressed	Suppressed	Suppressed
	"Chowan County, NC"	"37041"	"2016"	"2016"	Suppressed	14383	Suppressed	Suppressed	Suppressed	Suppressed
	"Chowan County, NC"	"37041"	"2017"	"2017"	Suppressed	14105	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, NC"	"37043"	"2006"	"2006"	Suppressed	10107	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, NC"	"37043"	"2007"	"2007"	Suppressed	10356	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, NC"	"37043"	"2008"	"2008"	Suppressed	10492	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, NC"	"37043"	"2009"	"2009"	Suppressed	10540	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, NC"	"37043"	"2010"	"2010"	Suppressed	10587	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, NC"	"37043"	"2011"	"2011"	Suppressed	10563	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, NC"	"37043"	"2012"	"2012"	Suppressed	10618	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, NC"	"37043"	"2013"	"2013"	Suppressed	10584	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, NC"	"37043"	"2014"	"2014"	Suppressed	10581	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, NC"	"37043"	"2015"	"2015"	Suppressed	10703	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, NC"	"37043"	"2016"	"2016"	Suppressed	10915	Suppressed	Suppressed	Suppressed	Suppressed
	"Clay County, NC"	"37043"	"2017"	"2017"	Suppressed	11074	Suppressed	Suppressed	Suppressed	Suppressed
	"Cleveland County, NC"	"37045"	"2006"	"2006"	11	96990	Unreliable	3.42	Unreliable	3.49
	"Cleveland County, NC"	"37045"	"2007"	"2007"	10	97524	Unreliable	3.24	Unreliable	3.55
	"Cleveland County, NC"	"37045"	"2008"	"2008"	18	98155	Unreliable	4.32	Unreliable	4.29
	"Cleveland County, NC"	"37045"	"2009"	"2009"	13	98211	Unreliable	3.67	Unreliable	4.03
	"Cleveland County, NC"	"37045"	"2010"	"2010"	18	98078	Unreliable	4.33	Unreliable	4.52
	"Cleveland County, NC"	"37045"	"2011"	"2011"	10	97489	Unreliable	3.24	Unreliable	3.38
	"Cleveland County, NC"	"37045"	"2012"	"2012"	13	97474	Unreliable	3.70	Unreliable	4.09
	"Cleveland County, NC"	"37045"	"2013"	"2013"	14	97047	Unreliable	3.86	Unreliable	4.37
	"Cleveland County, NC"	"37045"	"2014"	"2014"	13	97076	Unreliable	3.71	Unreliable	4.53
	"Cleveland County, NC"	"37045"	"2015"	"2015"	23	96879	23.74	4.95	25.35	5.49
	"Cleveland County, NC"	"37045"	"2016"	"2016"	14	97144	Unreliable	3.85	Unreliable	4.12
	"Cleveland County, NC"	"37045"	"2017"	"2017"	10	97334	Unreliable	3.25	Unreliable	3.19
	"Columbus County, NC"	"37047"	"2006"	"2006"	Suppressed	55654	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbus County, NC"	"37047"	"2007"	"2007"	Suppressed	55964	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbus County, NC"	"37047"	"2008"	"2008"	Suppressed	56503	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbus County, NC"	"37047"	"2009"	"2009"	18	58163	Unreliable	7.29	Unreliable	8.03
	"Columbus County, NC"	"37047"	"2010"	"2010"	13	58098	Unreliable	6.21	Unreliable	5.87
	"Columbus County, NC"	"37047"	"2011"	"2011"	Suppressed	57712	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbus County, NC"	"37047"	"2012"	"2012"	Suppressed	57638	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbus County, NC"	"37047"	"2013"	"2013"	Suppressed	57246	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbus County, NC"	"37047"	"2014"	"2014"	10	56953	Unreliable	5.55	Unreliable	6.59
	"Columbus County, NC"	"37047"	"2015"	"2015"	Suppressed	56694	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbus County, NC"	"37047"	"2016"	"2016"	16	56505	Unreliable	7.08	Unreliable	7.74
	"Columbus County, NC"	"37047"	"2017"	"2017"	13	55936	Unreliable	6.45	Unreliable	8.13
	"Craven County, NC"	"37049"	"2006"	"2006"	13	96926	Unreliable	3.72	Unreliable	3.70
	"Craven County, NC"	"37049"	"2007"	"2007"	Suppressed	97825	Suppressed	Suppressed	Suppressed	Suppressed
	"Craven County, NC"	"37049"	"2008"	"2008"	12	99423	Unreliable	3.48	Unreliable	3.44
	"Craven County, NC"	"37049"	"2009"	"2009"	11	101923	Unreliable	3.25	Unreliable	3.58
	"Craven County, NC"	"37049"	"2010"	"2010"	10	103505	Unreliable	3.06	Unreliable	3.61
	"Craven County, NC"	"37049"	"2011"	"2011"	Suppressed	104786	Suppressed	Suppressed	Suppressed	Suppressed
	"Craven County, NC"	"37049"	"2012"	"2012"	Suppressed	104770	Suppressed	Suppressed	Suppressed	Suppressed
	"Craven County, NC"	"37049"	"2013"	"2013"	16	104489	Unreliable	3.83	Unreliable	4.41
	"Craven County, NC"	"37049"	"2014"	"2014"	11	104510	Unreliable	3.17	Unreliable	3.74
	"Craven County, NC"	"37049"	"2015"	"2015"	20	103451	19.33	4.32	23.18	5.32
	"Craven County, NC"	"37049"	"2016"	"2016"	32	103445	30.93	5.47	33.91	6.23
	"Craven County, NC"	"37049"	"2017"	"2017"	38	102578	37.04	6.01	42.03	7.01
	"Cumberland County, NC"	"37051"	"2006"	"2006"	24	307365	7.81	1.59	8.38	1.72
	"Cumberland County, NC"	"37051"	"2007"	"2007"	20	308284	6.49	1.45	6.59	1.49
	"Cumberland County, NC"	"37051"	"2008"	"2008"	23	311800	7.38	1.54	7.72	1.63
	"Cumberland County, NC"	"37051"	"2009"	"2009"	23	317252	7.25	1.51	7.42	1.57
	"Cumberland County, NC"	"37051"	"2010"	"2010"	34	319431	10.64	1.83	11.40	1.98
	"Cumberland County, NC"	"37051"	"2011"	"2011"	41	324885	12.62	1.97	12.28	1.95
	"Cumberland County, NC"	"37051"	"2012"	"2012"	40	324049	12.34	1.95	12.49	2.01
	"Cumberland County, NC"	"37051"	"2013"	"2013"	32	325871	9.82	1.74	10.21	1.85
	"Cumberland County, NC"	"37051"	"2014"	"2014"	39	326328	11.95	1.91	11.27	1.84
	"Cumberland County, NC"	"37051"	"2015"	"2015"	46	323838	14.20	2.09	14.09	2.13
	"Cumberland County, NC"	"37051"	"2016"	"2016"	55	327127	16.81	2.27	17.24	2.40
	"Cumberland County, NC"	"37051"	"2017"	"2017"	95	332546	28.57	2.93	29.41	3.12
	"Currituck County, NC"	"37053"	"2006"	"2006"	Suppressed	22923	Suppressed	Suppressed	Suppressed	Suppressed
	"Currituck County, NC"	"37053"	"2007"	"2007"	Suppressed	23216	Suppressed	Suppressed	Suppressed	Suppressed
	"Currituck County, NC"	"37053"	"2008"	"2008"	Suppressed	23378	Suppressed	Suppressed	Suppressed	Suppressed
	"Currituck County, NC"	"37053"	"2009"	"2009"	Suppressed	23335	Suppressed	Suppressed	Suppressed	Suppressed
	"Currituck County, NC"	"37053"	"2010"	"2010"	Suppressed	23547	Suppressed	Suppressed	Suppressed	Suppressed
	"Currituck County, NC"	"37053"	"2011"	"2011"	Suppressed	23955	Suppressed	Suppressed	Suppressed	Suppressed
	"Currituck County, NC"	"37053"	"2012"	"2012"	Suppressed	24077	Suppressed	Suppressed	Suppressed	Suppressed
	"Currituck County, NC"	"37053"	"2013"	"2013"	Suppressed	24396	Suppressed	Suppressed	Suppressed	Suppressed
	"Currituck County, NC"	"37053"	"2014"	"2014"	Suppressed	24976	Suppressed	Suppressed	Suppressed	Suppressed
	"Currituck County, NC"	"37053"	"2015"	"2015"	Suppressed	25263	Suppressed	Suppressed	Suppressed	Suppressed
	"Currituck County, NC"	"37053"	"2016"	"2016"	Suppressed	25809	Suppressed	Suppressed	Suppressed	Suppressed
	"Currituck County, NC"	"37053"	"2017"	"2017"	Suppressed	26331	Suppressed	Suppressed	Suppressed	Suppressed
	"Dare County, NC"	"37055"	"2006"	"2006"	Suppressed	33463	Suppressed	Suppressed	Suppressed	Suppressed
	"Dare County, NC"	"37055"	"2007"	"2007"	Suppressed	33541	Suppressed	Suppressed	Suppressed	Suppressed
	"Dare County, NC"	"37055"	"2008"	"2008"	Suppressed	33553	Suppressed	Suppressed	Suppressed	Suppressed
	"Dare County, NC"	"37055"	"2009"	"2009"	Suppressed	33679	Suppressed	Suppressed	Suppressed	Suppressed
	"Dare County, NC"	"37055"	"2010"	"2010"	Suppressed	33920	Suppressed	Suppressed	Suppressed	Suppressed
	"Dare County, NC"	"37055"	"2011"	"2011"	Suppressed	34307	Suppressed	Suppressed	Suppressed	Suppressed
	"Dare County, NC"	"37055"	"2012"	"2012"	Suppressed	34573	Suppressed	Suppressed	Suppressed	Suppressed
	"Dare County, NC"	"37055"	"2013"	"2013"	Suppressed	35019	Suppressed	Suppressed	Suppressed	Suppressed
	"Dare County, NC"	"37055"	"2014"	"2014"	Suppressed	35104	Suppressed	Suppressed	Suppressed	Suppressed
	"Dare County, NC"	"37055"	"2015"	"2015"	Suppressed	35663	Suppressed	Suppressed	Suppressed	Suppressed
	"Dare County, NC"	"37055"	"2016"	"2016"	Suppressed	35964	Suppressed	Suppressed	Suppressed	Suppressed
	"Dare County, NC"	"37055"	"2017"	"2017"	13	36099	Unreliable	9.99	Unreliable	11.34
	"Davidson County, NC"	"37057"	"2006"	"2006"	28	157209	17.81	3.37	17.59	3.35
	"Davidson County, NC"	"37057"	"2007"	"2007"	19	159126	Unreliable	2.74	Unreliable	2.91
	"Davidson County, NC"	"37057"	"2008"	"2008"	28	161520	17.34	3.28	18.28	3.48
	"Davidson County, NC"	"37057"	"2009"	"2009"	18	162406	Unreliable	2.61	Unreliable	2.81
	"Davidson County, NC"	"37057"	"2010"	"2010"	15	162878	Unreliable	2.38	Unreliable	2.56
	"Davidson County, NC"	"37057"	"2011"	"2011"	30	162697	18.44	3.37	19.17	3.56
	"Davidson County, NC"	"37057"	"2012"	"2012"	26	163260	15.93	3.12	17.53	3.47
	"Davidson County, NC"	"37057"	"2013"	"2013"	32	163420	19.58	3.46	20.19	3.64
	"Davidson County, NC"	"37057"	"2014"	"2014"	31	164072	18.89	3.39	20.99	3.84
	"Davidson County, NC"	"37057"	"2015"	"2015"	23	164622	13.97	2.91	13.73	2.96
	"Davidson County, NC"	"37057"	"2016"	"2016"	36	164926	21.83	3.64	23.71	4.06
	"Davidson County, NC"	"37057"	"2017"	"2017"	50	165466	30.22	4.27	34.76	5.01
	"Davie County, NC"	"37059"	"2006"	"2006"	Suppressed	39539	Suppressed	Suppressed	Suppressed	Suppressed
	"Davie County, NC"	"37059"	"2007"	"2007"	Suppressed	40260	Suppressed	Suppressed	Suppressed	Suppressed
	"Davie County, NC"	"37059"	"2008"	"2008"	Suppressed	40748	Suppressed	Suppressed	Suppressed	Suppressed
	"Davie County, NC"	"37059"	"2009"	"2009"	Suppressed	41035	Suppressed	Suppressed	Suppressed	Suppressed
	"Davie County, NC"	"37059"	"2010"	"2010"	Suppressed	41240	Suppressed	Suppressed	Suppressed	Suppressed
	"Davie County, NC"	"37059"	"2011"	"2011"	Suppressed	41552	Suppressed	Suppressed	Suppressed	Suppressed
	"Davie County, NC"	"37059"	"2012"	"2012"	Suppressed	41433	Suppressed	Suppressed	Suppressed	Suppressed
	"Davie County, NC"	"37059"	"2013"	"2013"	Suppressed	41554	Suppressed	Suppressed	Suppressed	Suppressed
	"Davie County, NC"	"37059"	"2014"	"2014"	Suppressed	41434	Suppressed	Suppressed	Suppressed	Suppressed
	"Davie County, NC"	"37059"	"2015"	"2015"	Suppressed	41753	Suppressed	Suppressed	Suppressed	Suppressed
	"Davie County, NC"	"37059"	"2016"	"2016"	16	42013	Unreliable	9.52	Unreliable	11.22
	"Davie County, NC"	"37059"	"2017"	"2017"	Suppressed	42456	Suppressed	Suppressed	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	"2006"	"2006"	Suppressed	54704	Suppressed	Suppressed	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	"2007"	"2007"	Suppressed	55610	Suppressed	Suppressed	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	"2008"	"2008"	Suppressed	56810	Suppressed	Suppressed	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	"2009"	"2009"	Suppressed	57434	Suppressed	Suppressed	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	"2010"	"2010"	Suppressed	58505	Suppressed	Suppressed	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	"2011"	"2011"	Suppressed	59542	Suppressed	Suppressed	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	"2012"	"2012"	Suppressed	60033	Suppressed	Suppressed	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	"2013"	"2013"	Suppressed	60084	Suppressed	Suppressed	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	"2014"	"2014"	Suppressed	59882	Suppressed	Suppressed	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	"2015"	"2015"	Suppressed	59159	Suppressed	Suppressed	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	"2016"	"2016"	Suppressed	58969	Suppressed	Suppressed	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	"2017"	"2017"	Suppressed	59039	Suppressed	Suppressed	Suppressed	Suppressed
	"Durham County, NC"	"37063"	"2006"	"2006"	21	246929	8.50	1.86	8.62	1.90
	"Durham County, NC"	"37063"	"2007"	"2007"	22	252796	8.70	1.86	8.87	1.91
	"Durham County, NC"	"37063"	"2008"	"2008"	22	259356	8.48	1.81	7.18	1.59
	"Durham County, NC"	"37063"	"2009"	"2009"	13	265356	Unreliable	1.36	Unreliable	1.28
	"Durham County, NC"	"37063"	"2010"	"2010"	16	267587	Unreliable	1.49	Unreliable	1.44
	"Durham County, NC"	"37063"	"2011"	"2011"	22	273392	8.05	1.72	8.07	1.75
	"Durham County, NC"	"37063"	"2012"	"2012"	17	279641	Unreliable	1.47	Unreliable	1.45
	"Durham County, NC"	"37063"	"2013"	"2013"	20	288133	6.94	1.55	6.20	1.41
	"Durham County, NC"	"37063"	"2014"	"2014"	21	294460	7.13	1.56	7.17	1.58
	"Durham County, NC"	"37063"	"2015"	"2015"	20	300952	6.65	1.49	6.62	1.50
	"Durham County, NC"	"37063"	"2016"	"2016"	27	306212	8.82	1.70	7.75	1.55
	"Durham County, NC"	"37063"	"2017"	"2017"	47	311640	15.08	2.20	14.37	2.13
	"Edgecombe County, NC"	"37065"	"2006"	"2006"	Suppressed	56129	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"2007"	"2007"	Suppressed	55911	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"2008"	"2008"	Suppressed	56420	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"2009"	"2009"	Suppressed	56237	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"2010"	"2010"	Suppressed	56552	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"2011"	"2011"	Suppressed	56041	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"2012"	"2012"	Suppressed	55954	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"2013"	"2013"	10	55574	Unreliable	5.69	Unreliable	6.78
	"Edgecombe County, NC"	"37065"	"2014"	"2014"	Suppressed	54933	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"2015"	"2015"	Suppressed	54150	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"2016"	"2016"	12	53318	Unreliable	6.50	Unreliable	7.32
	"Edgecombe County, NC"	"37065"	"2017"	"2017"	10	52747	Unreliable	6.00	Unreliable	6.82
	"Forsyth County, NC"	"37067"	"2006"	"2006"	36	332110	10.84	1.81	10.93	1.83
	"Forsyth County, NC"	"37067"	"2007"	"2007"	28	338638	8.27	1.56	8.09	1.54
	"Forsyth County, NC"	"37067"	"2008"	"2008"	31	344330	9.00	1.62	8.81	1.59
	"Forsyth County, NC"	"37067"	"2009"	"2009"	33	348532	9.47	1.65	9.54	1.67
	"Forsyth County, NC"	"37067"	"2010"	"2010"	18	350670	Unreliable	1.21	Unreliable	1.20
	"Forsyth County, NC"	"37067"	"2011"	"2011"	43	354952	12.11	1.85	11.92	1.84
	"Forsyth County, NC"	"37067"	"2012"	"2012"	39	358137	10.89	1.74	10.56	1.71
	"Forsyth County, NC"	"37067"	"2013"	"2013"	32	361220	8.86	1.57	8.78	1.57
	"Forsyth County, NC"	"37067"	"2014"	"2014"	48	365298	13.14	1.90	12.73	1.87
	"Forsyth County, NC"	"37067"	"2015"	"2015"	58	369019	15.72	2.06	16.34	2.18
	"Forsyth County, NC"	"37067"	"2016"	"2016"	62	371511	16.69	2.12	17.43	2.25
	"Forsyth County, NC"	"37067"	"2017"	"2017"	81	376320	21.52	2.39	22.29	2.53
	"Franklin County, NC"	"37069"	"2006"	"2006"	Suppressed	55460	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"2007"	"2007"	Suppressed	57174	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"2008"	"2008"	Suppressed	58925	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"2009"	"2009"	Suppressed	59959	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"2010"	"2010"	Suppressed	60619	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"2011"	"2011"	Suppressed	61140	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"2012"	"2012"	Suppressed	61475	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"2013"	"2013"	Suppressed	62260	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"2014"	"2014"	Suppressed	62860	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"2015"	"2015"	Suppressed	63710	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"2016"	"2016"	11	64705	Unreliable	5.13	Unreliable	5.47
	"Franklin County, NC"	"37069"	"2017"	"2017"	Suppressed	66168	Suppressed	Suppressed	Suppressed	Suppressed
	"Gaston County, NC"	"37071"	"2006"	"2006"	32	196284	16.30	2.88	16.25	2.89
	"Gaston County, NC"	"37071"	"2007"	"2007"	39	200377	19.46	3.12	19.72	3.17
	"Gaston County, NC"	"37071"	"2008"	"2008"	35	204454	17.12	2.89	17.03	2.90
	"Gaston County, NC"	"37071"	"2009"	"2009"	47	205884	22.83	3.33	23.03	3.38
	"Gaston County, NC"	"37071"	"2010"	"2010"	46	206086	22.32	3.29	21.45	3.20
	"Gaston County, NC"	"37071"	"2011"	"2011"	42	207031	20.29	3.13	21.38	3.32
	"Gaston County, NC"	"37071"	"2012"	"2012"	41	208049	19.71	3.08	20.34	3.21
	"Gaston County, NC"	"37071"	"2013"	"2013"	42	209420	20.06	3.09	20.58	3.20
	"Gaston County, NC"	"37071"	"2014"	"2014"	40	211127	18.95	3.00	20.18	3.23
	"Gaston County, NC"	"37071"	"2015"	"2015"	36	213442	16.87	2.81	17.10	2.90
	"Gaston County, NC"	"37071"	"2016"	"2016"	60	216965	27.65	3.57	28.97	3.80
	"Gaston County, NC"	"37071"	"2017"	"2017"	50	220182	22.71	3.21	23.85	3.42
	"Gates County, NC"	"37073"	"2006"	"2006"	Suppressed	11708	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"2007"	"2007"	Suppressed	12042	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"2008"	"2008"	Suppressed	12098	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"2009"	"2009"	Suppressed	12138	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"2010"	"2010"	Suppressed	12197	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"2011"	"2011"	Suppressed	12043	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"2012"	"2012"	Suppressed	11869	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"2013"	"2013"	Suppressed	11650	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"2014"	"2014"	Suppressed	11567	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"2015"	"2015"	Suppressed	11431	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"2016"	"2016"	Suppressed	11478	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"2017"	"2017"	Suppressed	11544	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"2006"	"2006"	Suppressed	8561	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"2007"	"2007"	Suppressed	8583	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"2008"	"2008"	Suppressed	8742	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"2009"	"2009"	Suppressed	8749	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"2010"	"2010"	Suppressed	8861	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"2011"	"2011"	Suppressed	8802	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"2012"	"2012"	Suppressed	8700	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"2013"	"2013"	Suppressed	8736	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"2014"	"2014"	Suppressed	8644	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"2015"	"2015"	Suppressed	8616	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"2016"	"2016"	Suppressed	8558	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"2017"	"2017"	Suppressed	8541	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"2006"	"2006"	Suppressed	55167	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"2007"	"2007"	Suppressed	57356	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"2008"	"2008"	Suppressed	58356	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"2009"	"2009"	Suppressed	59411	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"2010"	"2010"	Suppressed	59916	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"2011"	"2011"	Suppressed	59976	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"2012"	"2012"	Suppressed	60436	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"2013"	"2013"	Suppressed	58275	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"2014"	"2014"	Suppressed	58500	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"2015"	"2015"	Suppressed	58674	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"2016"	"2016"	12	59031	Unreliable	5.87	Unreliable	6.02
	"Granville County, NC"	"37077"	"2017"	"2017"	11	59557	Unreliable	5.57	Unreliable	6.28
	"Greene County, NC"	"37079"	"2006"	"2006"	Suppressed	20742	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"2007"	"2007"	Suppressed	21178	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"2008"	"2008"	Suppressed	21230	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"2009"	"2009"	Suppressed	21253	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"2010"	"2010"	Suppressed	21362	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"2011"	"2011"	Suppressed	21556	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"2012"	"2012"	Suppressed	21429	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"2013"	"2013"	Suppressed	21232	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"2014"	"2014"	Suppressed	21093	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"2015"	"2015"	Suppressed	21134	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"2016"	"2016"	Suppressed	21168	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"2017"	"2017"	Suppressed	21015	Suppressed	Suppressed	Suppressed	Suppressed
	"Guilford County, NC"	"37081"	"2006"	"2006"	38	458792	8.28	1.34	8.13	1.32
	"Guilford County, NC"	"37081"	"2007"	"2007"	41	468466	8.75	1.37	8.72	1.37
	"Guilford County, NC"	"37081"	"2008"	"2008"	28	477809	5.86	1.11	5.84	1.11
	"Guilford County, NC"	"37081"	"2009"	"2009"	38	484180	7.85	1.27	7.63	1.25
	"Guilford County, NC"	"37081"	"2010"	"2010"	26	488406	5.32	1.04	5.32	1.05
	"Guilford County, NC"	"37081"	"2011"	"2011"	43	495279	8.68	1.32	8.64	1.33
	"Guilford County, NC"	"37081"	"2012"	"2012"	46	500879	9.18	1.35	9.11	1.36
	"Guilford County, NC"	"37081"	"2013"	"2013"	30	506610	5.92	1.08	5.88	1.09
	"Guilford County, NC"	"37081"	"2014"	"2014"	47	512119	9.18	1.34	9.32	1.37
	"Guilford County, NC"	"37081"	"2015"	"2015"	55	517600	10.63	1.43	10.58	1.44
	"Guilford County, NC"	"37081"	"2016"	"2016"	90	521330	17.26	1.82	17.13	1.83
	"Guilford County, NC"	"37081"	"2017"	"2017"	111	526953	21.06	2.00	21.59	2.09
	"Halifax County, NC"	"37083"	"2006"	"2006"	Suppressed	55685	Suppressed	Suppressed	Suppressed	Suppressed
	"Halifax County, NC"	"37083"	"2007"	"2007"	Suppressed	55616	Suppressed	Suppressed	Suppressed	Suppressed
	"Halifax County, NC"	"37083"	"2008"	"2008"	Suppressed	55568	Suppressed	Suppressed	Suppressed	Suppressed
	"Halifax County, NC"	"37083"	"2009"	"2009"	Suppressed	55033	Suppressed	Suppressed	Suppressed	Suppressed
	"Halifax County, NC"	"37083"	"2010"	"2010"	Suppressed	54691	Suppressed	Suppressed	Suppressed	Suppressed
